t,x,y,vd,xyd,nd,d,st
249,1368.8,1178.86,0.371123,0.371123,6,6.82309,1
249,1369.17,1178.85,0.371364,0.371364,6,6.79723,1
250,1369.54,1178.84,0.371605,0.371604,6,6.77182,1
250,1369.91,1178.83,0.371847,0.371847,6,6.74685,1
250,1370.28,1178.81,0.372088,0.372088,6,6.72233,1
250,1370.66,1178.8,0.373378,0.373377,6,6.69706,1
251,1371.03,1178.79,0.37361,0.37361,6,6.67237,1
251,1371.4,1178.78,0.373843,0.373843,6,6.64817,1
251,1371.78,1178.77,0.374075,0.374075,6,6.62447,1
251,1372.15,1178.75,0.37336,0.37336,6,6.60072,1
251,1372.52,1178.74,0.373592,0.373591,6,6.57742,1
252,1372.89,1178.73,0.373824,0.373824,6,6.55464,1
252,1373.27,1178.71,0.374055,0.374055,6,6.53238,1
252,1373.64,1178.7,0.374287,0.374287,6,6.51062,1
252,1374.01,1178.69,0.37451,0.37451,6,6.48855,1
252,1374.39,1178.67,0.374737,0.374737,6,6.46723,1
253,1374.76,1178.65,0.374964,0.374963,6,6.44643,1
253,1375.14,1178.64,0.375191,0.37519,6,6.42617,1
253,1375.51,1178.62,0.375417,0.375417,6,6.40643,1
253,1375.87,1178.61,0.374599,0.374599,6,6.38879,1
254,1376.24,1178.59,0.374826,0.374826,6,6.37059,1
254,1376.62,1178.57,0.375053,0.375051,6,6.35289,1
254,1376.99,1178.55,0.37528,0.37528,6,6.33569,1
254,1377.37,1178.53,0.375507,0.375506,6,6.31898,1
254,1377.74,1178.51,0.375727,0.375727,6,6.30369,1
255,1378.12,1178.49,0.375949,0.375949,6,6.28841,1
255,1378.49,1178.47,0.376171,0.376171,6,6.27361,1
255,1378.87,1178.44,0.376394,0.376394,6,6.25927,1
255,1379.25,1178.42,0.376616,0.376616,6,6.2454,1
255,1379.6,1178.4,0.376158,0.376158,6,6.23171,1
256,1379.98,1178.38,0.37638,0.376381,6,6.21815,1
256,1380.36,1178.35,0.376602,0.376601,6,6.20508,1
256,1380.73,1178.33,0.376823,0.376824,6,6.19248,1
256,1381.07,1178.31,0.375956,0.375957,6,6.18179,1
257,1381.44,1178.28,0.376178,0.376179,6,6.17005,1
257,1381.82,1178.26,0.3764,0.3764,6,6.15878,1
257,1382.2,1178.23,0.376621,0.376621,6,6.14798,1
257,1382.57,1178.21,0.376843,0.376841,6,6.13765,1
257,1382.88,1178.18,0.375491,0.375493,6,6.12952,1
258,1383.25,1178.16,0.375715,0.375717,6,6.60342,1
258,1383.63,1178.13,0.375939,0.375941,6,6.58148,1
258,1384,1178.1,0.376163,0.376165,6,6.55999,1
258,1384.38,1178.07,0.376386,0.376389,6,6.53896,1
258,1384.75,1178.05,0.378098,0.378097,6,6.51844,1
259,1385.13,1178.02,0.37831,0.37831,6,6.49804,1
259,1385.51,1177.99,0.378522,0.378522,6,6.47809,1
259,1385.89,1177.96,0.378734,0.378734,6,6.4586,1
259,1386.27,1177.93,0.380569,0.380569,6,6.43973,1
260,1386.64,1177.9,0.380768,0.380768,6,6.42105,1
260,1387.02,1177.86,0.380967,0.380967,6,6.40281,1
260,1387.4,1177.83,0.381167,0.381166,6,6.38501,1
260,1387.78,1177.8,0.381366,0.381366,6,6.36764,1
260,1388.17,1177.77,0.382404,0.382404,6,6.34998,1
261,1388.55,1177.73,0.382595,0.382596,6,6.33297,1
261,1388.93,1177.7,0.382787,0.382787,6,6.31641,1
261,1389.31,1177.67,0.382978,0.382978,6,6.30027,1
261,1389.69,1177.63,0.382388,0.382388,6,6.28518,1
261,1390.07,1177.6,0.382578,0.382578,6,6.2699,1
262,1390.45,1177.56,0.382769,0.382767,6,6.25503,1
262,1390.83,1177.53,0.382959,0.382959,6,6.24057,1
262,1391.21,1177.49,0.383149,0.383149,6,6.22652,1
262,1391.59,1177.46,0.383323,0.383322,6,6.21319,1
262,1391.97,1177.42,0.383509,0.383508,6,6.20022,1
263,1392.36,1177.38,0.383694,0.383694,6,6.18763,1
263,1392.74,1177.34,0.38388,0.38388,6,6.17541,1
263,1393.12,1177.3,0.384066,0.384066,6,6.16357,1
263,1393.49,1177.27,0.383396,0.383395,6,6.15208,1
263,1393.87,1177.23,0.383582,0.383582,6,6.14062,1
264,1394.25,1177.19,0.383768,0.383768,6,6.12953,1
264,1394.63,1177.15,0.383954,0.383955,6,6.11881,1
264,1395.01,1177.11,0.384131,0.38413,6,6.10964,1
264,1395.4,1177.07,0.384313,0.384313,6,6.1003,1
264,1395.78,1177.03,0.384495,0.384495,6,6.09128,1
265,1396.16,1176.99,0.384676,0.384676,6,6.08257,1
265,1396.54,1176.95,0.384858,0.384858,6,6.07416,1
265,1396.91,1176.91,0.384484,0.384484,6,6.06477,1
265,1397.3,1176.87,0.384664,0.384664,6,6.05579,1
265,1397.68,1176.82,0.384844,0.384844,6,6.04714,1
266,1398.06,1176.78,0.385024,0.385024,6,6.03882,1
266,1398.44,1176.74,0.385204,0.385204,6,6.03081,1
266,1398.79,1176.7,0.384499,0.384499,6,6.02333,1
266,1399.18,1176.66,0.38468,0.38468,6,6.01554,1
266,1399.56,1176.62,0.384861,0.38486,6,6.00806,1
267,1399.94,1176.57,0.385042,0.385042,6,6.00088,1
267,1400.27,1176.54,0.383938,0.383937,6,5.99528,1
267,1400.65,1176.49,0.384121,0.384121,6,5.98864,1
267,1401.03,1176.45,0.384303,0.384304,6,5.98228,1
267,1401.41,1176.4,0.384486,0.384486,6,5.97619,1
267,1401.8,1176.36,0.384669,0.384669,6,5.97038,1
268,1402.18,1176.32,0.386067,0.386066,6,5.96389,1
268,1402.56,1176.27,0.386239,0.386239,6,5.95813,1
268,1402.95,1176.23,0.386411,0.386412,6,5.95264,1
268,1403.33,1176.18,0.386584,0.386584,6,5.94742,1
268,1403.72,1176.14,0.386756,0.386756,6,5.94245,1
269,1404.1,1176.09,0.388245,0.388245,6,5.93698,1
269,1404.49,1176.05,0.388408,0.388407,6,5.93204,1
269,1404.87,1176,0.38857,0.38857,6,5.92735,1
269,1405.26,1175.95,0.388733,0.388733,6,5.9229,1
269,1405.65,1175.91,0.389581,0.389581,6,5.91832,1
270,1406.03,1175.86,0.389736,0.389736,6,5.91412,1
270,1406.42,1175.81,0.389891,0.389891,6,5.91015,1
270,1406.81,1175.77,0.390047,0.390046,6,5.90641,1
270,1407.19,1175.72,0.390202,0.390202,6,5.90289,1
270,1407.58,1175.67,0.389723,0.389723,6,5.89926,1
271,1407.97,1175.63,0.389877,0.389877,6,5.89585,1
271,1408.35,1175.58,0.390032,0.390032,6,5.89265,1
271,1408.74,1175.53,0.390186,0.390186,6,5.88965,1
271,1409.13,1175.48,0.390341,0.390341,6,5.88684,1
271,1409.51,1175.43,0.390482,0.390481,6,5.8844,1
272,1409.9,1175.39,0.390633,0.390633,6,5.8818,1
272,1410.29,1175.34,0.390784,0.390784,6,5.87937,1
272,1410.68,1175.29,0.390935,0.390935,6,5.87711,1
272,1411.07,1175.24,0.391085,0.391085,6,5.87502,1
272,1411.44,1175.19,0.390542,0.390542,6,5.8734,1
273,1411.83,1175.14,0.390693,0.390693,6,5.87206,1
273,1412.22,1175.09,0.390844,0.390844,6,5.87084,1
273,1412.6,1175.04,0.390994,0.390994,6,5.86974,1
273,1412.99,1174.99,0.391145,0.391144,6,5.86876,1
273,1413.38,1174.94,0.391287,0.391287,6,5.86802,1
273,1413.77,1174.89,0.391434,0.391434,6,5.77969,1
274,1414.16,1174.84,0.391581,0.391581,6,5.78121,1
274,1414.54,1174.79,0.391728,0.391728,6,5.78282,1
274,1414.93,1174.74,0.391875,0.391875,6,5.78452,1
274,1415.31,1174.69,0.391572,0.391572,6,5.78732,1
274,1415.7,1174.64,0.391718,0.391718,6,5.78982,1
275,1416.09,1174.59,0.391863,0.391863,6,5.79236,1
275,1416.48,1174.54,0.392009,0.392009,6,5.79495,1
275,1416.86,1174.49,0.392154,0.392154,6,5.79758,1
275,1417.23,1174.44,0.391587,0.391586,6,5.79879,1
275,1417.62,1174.39,0.391732,0.391732,6,5.8006,1
276,1418,1174.34,0.391878,0.391878,6,5.80248,1
276,1418.39,1174.29,0.392023,0.392023,6,5.80441,1
276,1418.78,1174.24,0.392169,0.392169,6,5.80641,1
276,1419.17,1174.19,0.392286,0.392286,6,5.80687,1
276,1419.56,1174.14,0.392427,0.392427,6,5.80781,1
277,1419.95,1174.09,0.392569,0.392569,6,5.80884,1
277,1420.34,1174.04,0.39271,0.39271,6,5.80995,1
277,1420.73,1173.99,0.392851,0.392851,6,5.81114,1
277,1421.12,1173.94,0.392993,0.392992,6,5.81241,1
277,1421.51,1173.89,0.394214,0.394213,6,5.81356,1
277,1421.9,1173.84,0.394346,0.394346,6,5.81482,1
278,1422.29,1173.78,0.394479,0.394479,6,5.81614,1
278,1422.68,1173.73,0.394611,0.394611,6,5.81752,1
278,1423.07,1173.68,0.394744,0.394744,6,5.81896,1
278,1423.47,1173.63,0.395436,0.395436,6,5.8213,1
278,1423.86,1173.58,0.395563,0.395563,6,5.82315,1
279,1424.25,1173.53,0.39569,0.395689,6,5.82504,1
279,1424.64,1173.48,0.395816,0.395816,6,5.82695,1
279,1425.04,1173.43,0.395943,0.395943,6,5.82889,1
279,1425.43,1173.38,0.395552,0.395552,6,5.83005,1
279,1425.82,1173.33,0.395678,0.395678,6,5.83133,1
280,1426.21,1173.28,0.395804,0.395804,6,5.83265,1
280,1426.6,1173.22,0.39593,0.39593,6,5.83402,1
280,1427,1173.17,0.396056,0.396056,6,5.83542,1
280,1427.39,1173.12,0.396172,0.396171,6,5.83695,1
280,1427.78,1173.07,0.396295,0.396295,6,5.8385,1
280,1428.17,1173.02,0.396418,0.396418,6,5.84006,1
281,1428.57,1172.97,0.396541,0.396541,6,5.84165,1
281,1428.96,1172.92,0.396664,0.396664,6,5.84326,1
281,1429.34,1172.87,0.396221,0.396221,6,5.845,1
281,1429.74,1172.82,0.396344,0.396343,6,5.84665,1
281,1430.13,1172.77,0.396467,0.396467,6,5.84831,1
282,1430.52,1172.72,0.396589,0.396589,6,5.84997,1
282,1430.92,1172.66,0.396712,0.396712,6,5.85165,1
282,1431.31,1172.61,0.39683,0.396829,6,5.85293,1
282,1431.7,1172.56,0.396949,0.396949,6,5.85439,1
282,1432.1,1172.51,0.397068,0.397068,6,5.85585,1
283,1432.49,1172.46,0.397188,0.397188,6,5.85732,1
283,1432.89,1172.41,0.397307,0.397307,6,5.8588,1
283,1433.28,1172.36,0.397426,0.397426,6,5.86029,1
283,1433.66,1172.31,0.397181,0.39718,6,5.86172,1
283,1434.06,1172.26,0.397299,0.397299,6,5.86304,1
283,1434.45,1172.21,0.397417,0.397416,6,5.86438,1
284,1434.85,1172.16,0.397535,0.397535,6,5.86572,1
284,1435.24,1172.11,0.397653,0.397653,6,5.86708,1
284,1435.61,1172.06,0.397192,0.397192,6,5.86838,1
284,1436.01,1172.01,0.39731,0.39731,6,5.86992,1
284,1436.4,1171.96,0.397429,0.397429,6,5.87147,1
285,1436.8,1171.9,0.397547,0.397547,6,5.87301,1
285,1437.19,1171.85,0.397665,0.397665,6,5.87457,1
285,1437.58,1171.8,0.397759,0.397759,6,5.87609,1
285,1437.98,1171.75,0.397874,0.397874,6,5.8773,1
285,1438.37,1171.7,0.39799,0.39799,6,5.87853,1
286,1438.77,1171.65,0.398105,0.398105,6,5.87978,1
286,1439.16,1171.6,0.39822,0.39822,6,5.88104,1
286,1439.56,1171.55,0.399218,0.399217,6,5.88216,1
286,1439.95,1171.5,0.399325,0.399325,6,5.88347,1
286,1440.35,1171.45,0.399433,0.399433,6,5.88479,1
286,1440.75,1171.39,0.399541,0.399541,6,5.88613,1
287,1441.14,1171.34,0.399648,0.399648,6,5.88749,1
287,1441.54,1171.29,0.399756,0.399756,6,5.88887,1
287,1441.94,1171.24,0.400318,0.400318,6,5.89003,1
287,1442.33,1171.19,0.400421,0.400421,6,5.89103,1
287,1442.73,1171.14,0.400524,0.400524,6,5.89206,1
288,1443.13,1171.09,0.400627,0.400627,6,5.89314,1
288,1443.53,1171.04,0.40073,0.40073,6,5.89425,1
288,1443.92,1170.99,0.400412,0.400412,6,5.89553,1
288,1444.32,1170.94,0.400515,0.400514,6,5.89668,1
288,1444.72,1170.88,0.400617,0.400617,6,5.89788,1
289,1445.11,1170.83,0.400719,0.400719,6,5.89911,1
289,1445.51,1170.78,0.400822,0.400822,6,5.90038,1
289,1445.91,1170.73,0.400917,0.400917,6,5.90307,1
289,1446.31,1170.68,0.401016,0.401015,6,5.90525,1
289,1446.7,1170.62,0.401116,0.401115,6,5.90745,1
290,1447.1,1170.57,0.401215,0.401215,6,5.90964,1
290,1447.5,1170.52,0.401314,0.401314,6,5.91184,1
290,1447.9,1170.47,0.401414,0.401414,6,5.94199,1
290,1448.29,1170.42,0.401056,0.401056,6,5.94327,1
290,1448.68,1170.36,0.401155,0.401155,6,5.94475,1
291,1449.08,1170.31,0.401254,0.401254,6,5.94623,1
291,1449.48,1170.26,0.401354,0.401353,6,5.94774,1
291,1449.88,1170.21,0.401453,0.401453,6,5.94925,1
291,1450.28,1170.16,0.401547,0.401546,6,5.94995,1
291,1450.67,1170.11,0.401643,0.401643,6,5.95115,1
292,1451.07,1170.05,0.40174,0.40174,6,5.95239,1
292,1451.47,1170,0.401837,0.401837,6,5.95366,1
292,1451.87,1169.95,0.401934,0.401934,6,5.95495,1
292,1452.26,1169.9,0.401736,0.401736,6,5.95663,1
292,1452.66,1169.85,0.401831,0.401831,6,5.95789,1
293,1453.06,1169.79,0.401927,0.401927,6,5.95919,1
293,1453.46,1169.74,0.402022,0.402022,6,5.96052,1
293,1453.85,1169.69,0.402118,0.402118,6,5.96187,1
293,1454.25,1169.64,0.402213,0.402213,6,5.96326,1
293,1454.63,1169.59,0.401841,0.401841,6,5.96425,1
294,1455.03,1169.54,0.401936,0.401936,6,5.9655,1
294,1455.43,1169.48,0.402032,0.402032,6,5.9668,1
294,1455.83,1169.43,0.402127,0.402127,6,5.96814,1
294,1456.23,1169.38,0.402223,0.402223,6,5.96951,1
294,1456.63,1169.33,0.402299,0.402298,6,5.97097,1
295,1457.03,1169.28,0.402392,0.402392,6,5.9722,1
295,1457.42,1169.22,0.402485,0.402485,6,5.97348,1
295,1457.82,1169.17,0.402578,0.402578,6,5.9748,1
295,1458.22,1169.12,0.402671,0.402671,6,5.97615,1
295,1458.62,1169.07,0.403477,0.403477,6,5.9772,1
296,1459.02,1169.02,0.403564,0.403564,6,5.97851,1
296,1459.42,1168.96,0.403651,0.403651,6,5.97986,1
296,1459.82,1168.91,0.403738,0.403738,6,5.98125,1
296,1460.22,1168.86,0.403825,0.403825,6,5.98267,1
296,1460.62,1168.81,0.403912,0.403912,6,5.98412,1
296,1461.03,1168.75,0.404367,0.404367,6,5.98645,1
297,1461.43,1168.7,0.40445,0.40445,6,5.98862,1
297,1461.83,1168.65,0.404533,0.404533,6,5.99078,1
297,1462.23,1168.59,0.404616,0.404616,6,5.99294,1
297,1462.63,1168.54,0.404699,0.404699,6,5.9951,1
297,1463.03,1168.49,0.404442,0.404442,6,5.99717,1
298,1463.43,1168.43,0.404525,0.404525,9.7,5.99923,0
298,1463.83,1168.38,0.404608,0.404608,9.7,6.00127,0
298,1464.23,1168.33,0.404691,0.404691,9.7,6.00331,0
298,1464.63,1168.27,0.404773,0.404773,9.7,6.00534,0
298,1465.03,1168.22,0.404849,0.404849,9.7,6.00719,0
299,1465.44,1168.17,0.40493,0.40493,9.7,6.00915,0
299,1465.84,1168.12,0.40501,0.40501,9.7,6.01108,0
299,1466.24,1168.06,0.405091,0.405091,9.7,6.01301,0
299,1466.64,1168.01,0.405172,0.405172,9.7,6.01491,0
300,1467.04,1167.96,0.404881,0.404881,9.7,6.01651,0
300,1467.44,1167.91,0.404962,0.404961,9.7,6.01833,0
300,1467.84,1167.85,0.405042,0.405042,9.7,6.02013,0
300,1468.24,1167.8,0.405123,0.405123,9.7,6.0219,0
300,1468.64,1167.75,0.405204,0.405204,9.7,6.02364,0
301,1469.04,1167.69,0.40528,0.405279,9.7,6.02583,0
301,1469.45,1167.64,0.405358,0.405358,9.7,6.02757,0
301,1469.85,1167.59,0.405437,0.405437,9.7,6.02927,0
301,1470.25,1167.53,0.405516,0.405515,9.7,6.03093,0
301,1470.65,1167.48,0.405594,0.405594,9.7,6.03255,0
302,1471.05,1167.43,0.405433,0.405433,9.7,6.03452,0
302,1471.45,1167.38,0.405511,0.40551,9.7,6.03658,0
302,1471.85,1167.32,0.405588,0.405588,9.7,6.03857,0
302,1472.25,1167.27,0.405666,0.405666,9.7,6.0405,0
302,1472.66,1167.22,0.405744,0.405744,9.7,6.04234,0
303,1473.04,1167.17,0.40544,0.40544,9.7,6.04404,0
303,1473.45,1167.11,0.405518,0.405518,9.7,6.0458,0
303,1473.85,1167.06,0.405596,0.405596,9.7,6.04747,0
303,1474.25,1167.01,0.405674,0.405674,9.7,6.04907,0
303,1474.65,1166.95,0.405752,0.405752,9.7,6.05058,0
304,1475.05,1166.9,0.405814,0.405814,9.7,6.05082,0
304,1475.46,1166.85,0.40589,0.40589,9.7,6.0513,0
304,1475.86,1166.8,0.405966,0.405966,9.7,6.05173,0
304,1476.26,1166.75,0.406042,0.406042,9.7,6.05211,0
304,1476.67,1166.7,0.406118,0.406118,9.7,6.05243,0
305,1477.07,1166.65,0.406775,0.406775,9.7,6.05166,0
305,1477.47,1166.6,0.406847,0.406846,9.7,6.05111,0
305,1477.88,1166.54,0.406918,0.406918,9.7,6.05052,0
305,1478.28,1166.49,0.406989,0.406989,9.7,6.04989,0
305,1478.68,1166.44,0.407061,0.407061,9.7,6.04922,0
306,1479.09,1166.39,0.407433,0.407433,9.7,6.04882,0
306,1479.49,1166.34,0.407501,0.407501,9.7,5.73141,0
306,1479.9,1166.29,0.407569,0.407569,9.7,5.74093,0
306,1480.3,1166.24,0.407637,0.407637,9.7,5.7504,0
306,1480.71,1166.19,0.407705,0.407705,9.7,5.7598,0
307,1481.11,1166.14,0.407773,0.407772,9.7,5.76913,0
307,1481.51,1166.09,0.407563,0.407563,9.7,5.77908,0
307,1481.92,1166.04,0.407631,0.407631,9.7,5.7886,0
307,1482.32,1165.99,0.407698,0.407698,9.7,5.79803,0
308,1482.73,1165.94,0.407766,0.407766,9.7,5.80737,0
308,1483.13,1165.88,0.407833,0.407833,9.7,5.81661,0
308,1483.54,1165.83,0.407895,0.407894,9.7,5.8265,0
308,1483.94,1165.78,0.407961,0.407961,9.7,5.83875,0
308,1484.34,1165.72,0.408027,0.408027,9.7,5.8531,0
309,1484.75,1165.67,0.408093,0.408093,9.7,5.8695,0
309,1485.15,1165.61,0.408159,0.408159,9.7,5.88791,0
309,1485.55,1165.55,0.407921,0.407921,9.7,5.90851,0
309,1485.95,1165.48,0.407987,0.407987,9.7,5.93092,0
310,1486.36,1165.42,0.408053,0.408052,9.7,5.95493,0
310,1486.76,1165.35,0.408119,0.40812,9.7,5.98051,0
310,1487.16,1165.28,0.408182,0.408182,9.7,6.00807,0
310,1487.56,1165.21,0.408246,0.408246,9.7,6.03662,0
310,1487.96,1165.14,0.408311,0.408311,9.7,6.06645,0
311,1488.37,1165.07,0.408375,0.408375,9.7,6.09751,0
311,1488.77,1165,0.40844,0.40844,9.7,6.12978,0
311,1489.16,1164.92,0.408307,0.408307,9.7,6.1638,0
311,1489.57,1164.84,0.408371,0.408371,9.7,6.19872,0
312,1489.97,1164.77,0.408435,0.408434,9.7,6.23452,0
312,1490.37,1164.69,0.408499,0.408499,9.7,6.27118,0
312,1490.77,1164.61,0.408562,0.408561,9.7,6.30867,0
312,1491.16,1164.54,0.408313,0.408313,9.7,6.34485,0
312,1491.56,1164.46,0.408377,0.408378,9.7,6.38284,0
313,1491.96,1164.38,0.408441,0.40844,9.7,6.42144,0
313,1492.36,1164.3,0.408505,0.408505,9.7,6.46062,0
313,1492.76,1164.22,0.408568,0.408568,9.7,6.50037,0
313,1493.16,1164.13,0.40862,0.408619,9.7,6.54114,0
314,1493.56,1164.05,0.408682,0.408682,9.7,6.58218,0
314,1493.96,1163.97,0.408745,0.408745,9.7,6.62354,0
314,1494.36,1163.89,0.408807,0.408807,9.7,6.66521,0
314,1494.76,1163.8,0.408869,0.40887,9.7,6.70717,0
314,1495.16,1163.72,0.409408,0.409408,9.7,6.7492,0
315,1495.56,1163.64,0.409467,0.409466,9.7,6.79122,0
315,1495.96,1163.55,0.409525,0.409525,9.7,6.83336,0
315,1496.37,1163.47,0.409584,0.409584,9.7,6.87559,0
315,1496.77,1163.39,0.409642,0.409642,9.7,6.91792,0
315,1497.17,1163.31,0.409948,0.409948,9.7,6.95949,0
316,1497.57,1163.22,0.410004,0.410004,9.7,7.00106,0
316,1497.97,1163.14,0.41006,0.41006,9.7,7.0426,0
316,1498.37,1163.06,0.410116,0.410116,9.7,7.08408,0
316,1498.78,1162.97,0.410172,0.410172,9.7,7.1255,0
317,1499.18,1162.89,0.410226,0.410226,9.7,7.16551,0
317,1499.58,1162.81,0.410281,0.41028,9.7,7.20574,0
317,1499.98,1162.73,0.410335,0.410335,9.7,7.24581,0
317,1500.38,1162.65,0.41039,0.41039,9.7,7.28571,0
317,1500.79,1162.57,0.410444,0.410444,9.7,7.32543,0
318,1501.19,1162.49,0.410275,0.410275,9.7,7.36432,0
318,1501.59,1162.41,0.41033,0.41033,9.7,7.4034,0
318,1501.99,1162.33,0.410384,0.410384,9.7,7.4422,0
318,1502.39,1162.25,0.410439,0.410439,9.7,7.4807,0
318,1502.8,1162.17,0.410489,0.410489,9.7,7.5172,0
319,1503.2,1162.09,0.410542,0.410542,9.7,7.55368,0
319,1503.6,1162.02,0.410595,0.410595,9.7,7.58985,0
319,1504.01,1161.94,0.410648,0.410648,9.7,7.62569,0
319,1504.41,1161.86,0.410702,0.410702,9.7,7.66121,0
320,1504.81,1161.79,0.41051,0.41051,9.7,7.6957,0
320,1505.21,1161.71,0.410563,0.410563,9.7,7.73045,0
320,1505.61,1161.63,0.410617,0.410616,9.7,7.42417,0
320,1506.02,1161.56,0.41067,0.41067,9.7,7.46837,0
320,1506.42,1161.49,0.41072,0.41072,9.7,7.51164,0
321,1506.83,1161.41,0.410772,0.410772,9.7,7.55472,0
321,1507.23,1161.34,0.410825,0.410825,9.7,7.59735,0
321,1507.63,1161.26,0.410877,0.410877,9.7,7.63951,0
321,1508.04,1161.19,0.410929,0.410929,9.7,7.68122,0
321,1508.44,1161.12,0.410821,0.410821,9.7,7.72011,0
322,1508.84,1161.05,0.410873,0.410872,9.7,7.75946,0
322,1509.25,1160.98,0.410925,0.410925,9.7,7.79835,0
322,1509.65,1160.91,0.410977,0.410977,9.7,7.83679,0
322,1510.05,1160.85,0.410774,0.410774,9.7,7.87311,0
323,1510.45,1160.78,0.410826,0.410826,9.7,7.90998,0
323,1510.86,1160.71,0.410878,0.410878,9.7,7.9464,0
323,1511.27,1160.64,0.410929,0.41093,9.7,7.98236,0
323,1511.67,1160.58,0.410981,0.410982,9.7,8.01787,0
323,1512.08,1160.51,0.411023,0.411023,9.7,8.05296,0
324,1512.48,1160.44,0.411074,0.411074,9.7,8.08778,0
324,1512.89,1160.38,0.411125,0.411125,9.7,8.12212,0
324,1513.29,1160.31,0.411176,0.411175,9.7,8.15598,0
324,1513.7,1160.25,0.411615,0.411615,9.7,8.1893,0
324,1514.11,1160.18,0.411663,0.411663,9.7,8.22198,0
325,1514.51,1160.12,0.411711,0.411711,9.7,8.25419,0
325,1514.92,1160.06,0.411759,0.411758,9.7,8.28593,0
325,1515.33,1160,0.411806,0.411806,9.7,8.3172,0
325,1515.73,1159.93,0.412056,0.412056,9.7,8.34718,0
326,1516.14,1159.87,0.412101,0.412101,9.7,8.37697,0
326,1516.55,1159.81,0.412147,0.412147,9.7,8.40631,0
326,1516.96,1159.75,0.412193,0.412193,9.7,8.43523,0
326,1517.37,1159.69,0.412238,0.412237,9.7,8.46372,0
326,1517.77,1159.63,0.412283,0.412282,9.7,8.49176,0
327,1518.18,1159.57,0.412327,0.412327,9.7,8.5196,0
327,1518.59,1159.52,0.412372,0.412372,9.7,8.54701,0
327,1519,1159.46,0.412417,0.412417,9.7,8.57401,0
327,1519.4,1159.4,0.412278,0.412278,9.7,8.60181,0
328,1519.81,1159.34,0.412323,0.412322,9.7,8.62901,0
328,1520.22,1159.28,0.412367,0.412367,9.7,8.65576,0
328,1520.63,1159.22,0.412412,0.412412,9.7,8.68206,0
328,1521.04,1159.17,0.412456,0.412456,9.7,8.70794,0
329,1521.45,1159.11,0.412497,0.412497,9.7,8.73286,0
329,1521.85,1159.05,0.41254,0.41254,9.7,8.75765,0
329,1522.26,1159,0.412584,0.412584,9.7,8.78205,0
329,1522.67,1158.94,0.412627,0.412627,9.7,8.80605,0
329,1523.08,1158.89,0.412671,0.41267,9.7,8.82967,0
330,1523.49,1158.83,0.412514,0.412514,9.7,8.85259,0
330,1523.89,1158.78,0.412558,0.412558,9.7,8.87523,0
330,1524.3,1158.73,0.412601,0.412601,9.7,8.89753,0
330,1524.71,1158.67,0.412645,0.412645,9.7,8.91948,0
331,1525.12,1158.62,0.412686,0.412686,9.7,8.94073,0
331,1525.53,1158.57,0.412729,0.412729,9.7,8.96155,0
331,1525.94,1158.52,0.412771,0.412771,9.7,8.98207,0
331,1526.35,1158.46,0.412814,0.412814,9.7,9.0023,0
332,1526.76,1158.41,0.412856,0.412856,9.7,9.02224,0
332,1527.17,1158.36,0.412768,0.412768,9.7,9.04323,0
332,1527.58,1158.31,0.41281,0.41281,9.7,9.06371,0
332,1527.99,1158.26,0.412853,0.412853,9.7,9.08389,0
333,1528.39,1158.21,0.412895,0.412895,9.7,9.10377,0
333,1528.8,1158.16,0.412937,0.412937,9.7,9.12335,0
333,1529.21,1158.11,0.412772,0.412772,9.7,9.14045,0
333,1529.62,1158.06,0.412814,0.412814,9.7,9.15816,0
334,1530.03,1158.01,0.412857,0.412856,9.7,9.17566,0
334,1530.44,1157.96,0.412899,0.412898,9.7,9.19296,0
334,1530.85,1157.91,0.412933,0.412933,9.7,9.21052,0
334,1531.26,1157.86,0.412975,0.412975,9.7,9.22813,0
335,1531.67,1157.81,0.413016,0.413016,9.7,9.24553,0
335,1532.08,1157.77,0.413057,0.413057,9.7,9.26272,0
335,1532.49,1157.72,0.413098,0.413099,9.7,9.27971,0
335,1532.9,1157.67,0.413456,0.413455,9.7,9.48814,0
336,1533.31,1157.62,0.413494,0.413494,9.7,9.49813,0
336,1533.72,1157.57,0.413533,0.413533,9.7,9.50797,0
336,1534.13,1157.53,0.413572,0.413572,9.7,9.51764,0
336,1534.54,1157.48,0.413611,0.413611,9.7,9.52717,0
337,1534.95,1157.43,0.413813,0.413813,9.7,9.53666,0
337,1535.36,1157.39,0.41385,0.41385,9.7,9.54593,0
337,1535.77,1157.34,0.413887,0.413887,9.7,9.55507,0
337,1536.18,1157.29,0.413925,0.413925,9.7,9.56405,0
338,1536.6,1157.25,0.413961,0.413961,9.7,9.57201,0
338,1537.01,1157.2,0.413997,0.413997,9.7,9.58004,0
338,1537.42,1157.16,0.414034,0.414034,9.7,9.58795,0
338,1537.83,1157.11,0.41407,0.41407,9.7,9.59575,0
338,1538.24,1157.07,0.414106,0.414106,9.7,9.60344,0
339,1538.65,1157.02,0.413994,0.413994,9.7,9.61258,0
339,1539.06,1156.97,0.41403,0.41403,9.7,9.62113,0
339,1539.48,1156.93,0.414066,0.414066,9.7,9.62951,0
339,1539.89,1156.88,0.414103,0.414102,9.7,9.63773,0
340,1540.3,1156.84,0.414136,0.414135,9.7,9.64571,0
340,1540.71,1156.79,0.414171,0.414171,9.7,9.6537,0
340,1541.12,1156.74,0.414207,0.414207,9.7,9.66152,0
340,1541.53,1156.7,0.414243,0.414243,9.7,9.66917,0
